Date,Order ID,Item Name,Category,Quantity,Item Price,Discount,GST,Delivery Charges,Customer Paid Amount,Net Sales,Payment Method,Order Status
2026-07-22,SWG106345,Paneer Tikka,Starters,2,460.00,0.00,23.00,30.00,513.00,460.00,Debit Card,Delivered
2026-07-22,SWG106346,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Debit Card,Delivered
2026-07-22,SWG106347,Masala Dosa,South Indian,2,280.00,28.00,12.60,20.00,284.60,252.00,Debit Card,Delivered
2026-07-23,SWG106348,Chicken Tikka,Starters,1,260.00,13.00,12.35,40.00,299.35,247.00,Debit Card,Delivered
2026-07-23,SWG106349,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Cash,Delivered
2026-07-23,SWG106350,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,40.00,200.65,153.00,Credit Card,Delivered
2026-07-23,SWG106351,Hakka Noodles,Rice & Noodles,2,360.00,54.00,15.30,20.00,341.30,306.00,Debit Card,Delivered
2026-07-23,SWG106352,Butter Naan,Breads,1,60.00,3.00,2.85,40.00,99.85,57.00,UPI,Delivered
2026-07-23,SWG106353,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,30.00,208.50,170.00,Debit Card,Delivered
2026-07-23,SWG106354,Chicken Biryani,Biryani,2,440.00,66.00,18.70,0.00,392.70,374.00,Credit Card,Delivered
2026-07-23,SWG106355,Masala Dosa,South Indian,1,140.00,14.00,6.30,30.00,162.30,126.00,Credit Card,Delivered
2026-07-23,SWG106356,Butter Naan,Breads,2,120.00,18.00,5.10,20.00,127.10,102.00,Credit Card,Delivered
2026-07-23,SWG106357,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,30.00,219.00,180.00,UPI,Delivered
2026-07-23,SWG106358,Gulab Jamun,Desserts,1,90.00,9.00,4.05,20.00,105.05,81.00,Debit Card,Delivered
2026-07-23,SWG106359,Butter Naan,Breads,2,120.00,12.00,5.40,0.00,113.40,108.00,UPI,Delivered
2026-07-23,SWG106360,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,0.00,359.10,342.00,Cash,Delivered
2026-07-23,SWG106361,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,Credit Card,Delivered
2026-07-23,SWG106362,Gulab Jamun,Desserts,1,90.00,0.00,4.50,20.00,114.50,90.00,Cash,Delivered
2026-07-23,SWG106363,Butter Naan,Breads,1,60.00,3.00,2.85,20.00,79.85,57.00,Credit Card,Delivered
2026-07-24,SWG106364,Paneer Tikka,Starters,1,230.00,34.50,9.78,30.00,235.28,195.50,UPI,Delivered
2026-07-24,SWG106365,Gulab Jamun,Desserts,1,90.00,9.00,4.05,40.00,125.05,81.00,Cash,Delivered
2026-07-24,SWG106366,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,30.00,369.15,323.00,Credit Card,Delivered
2026-07-24,SWG106367,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Cash,Delivered
2026-07-24,SWG106368,Butter Naan,Breads,3,180.00,27.00,7.65,40.00,200.65,153.00,UPI,Delivered
2026-07-24,SWG106369,Chicken Tikka,Starters,1,260.00,39.00,11.05,40.00,272.05,221.00,Credit Card,Delivered
2026-07-24,SWG106370,Butter Naan,Breads,1,60.00,0.00,3.00,40.00,103.00,60.00,Credit Card,Delivered
2026-07-24,SWG106371,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,30.00,282.00,240.00,UPI,Delivered
2026-07-24,SWG106372,Veg Biryani,Biryani,1,180.00,9.00,8.55,20.00,199.55,171.00,Debit Card,Delivered
2026-07-24,SWG106373,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,40.00,292.00,240.00,UPI,Delivered
2026-07-24,SWG106374,Butter Naan,Breads,1,60.00,3.00,2.85,0.00,59.85,57.00,Credit Card,Delivered
2026-07-24,SWG106375,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,20.00,190.10,162.00,Debit Card,Delivered
2026-07-24,SWG106376,Masala Dosa,South Indian,2,280.00,14.00,13.30,40.00,319.30,266.00,UPI,Delivered
2026-07-24,SWG106377,Chicken Tikka,Starters,1,260.00,26.00,11.70,0.00,245.70,234.00,UPI,Delivered
2026-07-25,SWG106378,Chicken Biryani,Biryani,1,220.00,33.00,9.35,0.00,196.35,187.00,Credit Card,Delivered
2026-07-25,SWG106379,Veg Biryani,Biryani,1,180.00,18.00,8.10,0.00,170.10,162.00,UPI,Delivered
2026-07-25,SWG106380,Butter Naan,Breads,1,60.00,3.00,2.85,20.00,79.85,57.00,Cash,Delivered
2026-07-25,SWG106381,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,20.00,199.55,171.00,Debit Card,Delivered
2026-07-25,SWG106382,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,40.00,279.40,228.00,UPI,Delivered
2026-07-25,SWG106383,Veg Biryani,Biryani,1,180.00,27.00,7.65,20.00,180.65,153.00,Debit Card,Delivered
2026-07-25,SWG106384,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,UPI,Delivered
2026-07-25,SWG106385,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Cash,Delivered
2026-07-25,SWG106386,Chicken Tikka,Starters,1,260.00,39.00,11.05,40.00,272.05,221.00,Debit Card,Delivered
2026-07-25,SWG106387,Chicken Biryani,Biryani,3,660.00,33.00,31.35,40.00,698.35,627.00,Cash,Delivered
2026-07-25,SWG106388,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,0.00,359.10,342.00,Cash,Delivered
2026-07-25,SWG106389,Veg Biryani,Biryani,1,180.00,9.00,8.55,0.00,179.55,171.00,Cash,Delivered
2026-07-25,SWG106390,Paneer Butter Masala,Main Course,2,480.00,24.00,22.80,0.00,478.80,456.00,UPI,Delivered
2026-07-25,SWG106391,Gulab Jamun,Desserts,2,180.00,9.00,8.55,0.00,179.55,171.00,Debit Card,Delivered
2026-07-25,SWG106392,Paneer Tikka,Starters,1,230.00,0.00,11.50,40.00,281.50,230.00,Credit Card,Delivered
2026-07-25,SWG106393,Masala Dosa,South Indian,1,140.00,14.00,6.30,40.00,172.30,126.00,Credit Card,Delivered
2026-07-25,SWG106394,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,20.00,234.20,204.00,Debit Card,Delivered
2026-07-25,SWG106395,Butter Naan,Breads,1,60.00,3.00,2.85,20.00,79.85,57.00,Cash,Delivered
2026-07-25,SWG106396,Butter Naan,Breads,3,180.00,18.00,8.10,30.00,200.10,162.00,Debit Card,Delivered
2026-07-25,SWG106397,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,Debit Card,Delivered
2026-07-25,SWG106398,Masala Dosa,South Indian,1,140.00,0.00,7.00,40.00,187.00,140.00,Debit Card,Delivered
2026-07-25,SWG106399,Gulab Jamun,Desserts,1,90.00,0.00,4.50,0.00,94.50,90.00,Credit Card,Delivered
2026-07-25,SWG106400,Masala Dosa,South Indian,2,280.00,14.00,13.30,40.00,319.30,266.00,Credit Card,Delivered
2026-07-25,SWG106401,Fried Rice,Rice & Noodles,2,340.00,34.00,15.30,30.00,351.30,306.00,Debit Card,Delivered
2026-07-25,SWG106402,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,Cash,Delivered
2026-07-26,SWG106403,Gulab Jamun,Desserts,1,90.00,4.50,4.28,0.00,89.78,85.50,Credit Card,Delivered
2026-07-26,SWG106404,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,20.00,272.00,240.00,UPI,Delivered
2026-07-26,SWG106405,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,Debit Card,Delivered
2026-07-26,SWG106406,Paneer Tikka,Starters,1,230.00,23.00,10.35,0.00,217.35,207.00,UPI,Delivered
2026-07-26,SWG106407,Masala Dosa,South Indian,1,140.00,0.00,7.00,20.00,167.00,0.00,Credit Card,Cancelled
2026-07-26,SWG106408,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,0.00,Cash,Cancelled
2026-07-26,SWG106409,Chicken Biryani,Biryani,1,220.00,11.00,10.45,0.00,219.45,0.00,Debit Card,Cancelled
2026-07-26,SWG106410,Butter Naan,Breads,2,120.00,18.00,5.10,20.00,127.10,102.00,Cash,Delivered
2026-07-26,SWG106411,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,UPI,Delivered
2026-07-26,SWG106412,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,0.00,151.73,144.50,Debit Card,Delivered
2026-07-26,SWG106413,Chicken Tikka,Starters,1,260.00,26.00,11.70,0.00,245.70,234.00,UPI,Delivered
2026-07-26,SWG106414,Gulab Jamun,Desserts,1,90.00,9.00,4.05,0.00,85.05,81.00,UPI,Delivered
2026-07-26,SWG106415,Chicken Biryani,Biryani,2,440.00,44.00,19.80,40.00,455.80,396.00,Credit Card,Delivered
2026-07-26,SWG106416,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,Debit Card,Delivered
2026-07-26,SWG106417,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,20.00,234.20,204.00,Debit Card,Delivered
2026-07-26,SWG106418,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,20.00,272.00,240.00,Cash,Delivered
2026-07-26,SWG106419,Fried Rice,Rice & Noodles,3,510.00,0.00,25.50,40.00,575.50,510.00,Cash,Delivered
2026-07-26,SWG106420,Chicken Biryani,Biryani,1,220.00,11.00,10.45,20.00,239.45,209.00,Cash,Delivered
2026-07-26,SWG106421,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,30.00,208.50,170.00,Debit Card,Delivered
2026-07-26,SWG106422,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,20.00,180.65,153.00,Cash,Delivered
2026-07-26,SWG106423,Gulab Jamun,Desserts,2,180.00,27.00,7.65,30.00,190.65,153.00,UPI,Delivered
2026-07-26,SWG106424,Chicken Tikka,Starters,1,260.00,0.00,13.00,40.00,313.00,260.00,Credit Card,Delivered
2026-07-27,SWG106425,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,30.00,282.00,240.00,UPI,Delivered
2026-07-27,SWG106426,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,Debit Card,Delivered
2026-07-27,SWG106427,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Cash,Delivered
2026-07-27,SWG106428,Veg Biryani,Biryani,1,180.00,9.00,8.55,40.00,219.55,171.00,Cash,Delivered
2026-07-27,SWG106429,Masala Dosa,South Indian,1,140.00,0.00,7.00,40.00,187.00,140.00,Debit Card,Delivered
2026-07-27,SWG106430,Masala Dosa,South Indian,2,280.00,28.00,12.60,0.00,264.60,252.00,Cash,Delivered
2026-07-27,SWG106431,Chicken Biryani,Biryani,1,220.00,0.00,11.00,0.00,231.00,220.00,UPI,Delivered
2026-07-28,SWG106432,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,UPI,Delivered
2026-07-28,SWG106433,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,40.00,279.40,228.00,Credit Card,Delivered
2026-07-28,SWG106434,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,40.00,292.00,240.00,Credit Card,Delivered
2026-07-28,SWG106435,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,Cash,Delivered
2026-07-28,SWG106436,Masala Dosa,South Indian,1,140.00,0.00,7.00,0.00,147.00,140.00,Debit Card,Delivered
2026-07-28,SWG106437,Masala Dosa,South Indian,2,280.00,42.00,11.90,0.00,249.90,238.00,Cash,Delivered
2026-07-28,SWG106438,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,30.00,389.10,342.00,Cash,Delivered
2026-07-28,SWG106439,Masala Dosa,South Indian,1,140.00,7.00,6.65,30.00,169.65,133.00,UPI,Delivered
2026-07-28,SWG106440,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Cash,Delivered
2026-07-28,SWG106441,Paneer Tikka,Starters,1,230.00,11.50,10.93,20.00,249.43,218.50,UPI,Delivered
2026-07-28,SWG106442,Paneer Tikka,Starters,2,460.00,46.00,20.70,20.00,454.70,414.00,UPI,Delivered
2026-07-28,SWG106443,Paneer Tikka,Starters,2,460.00,46.00,20.70,40.00,474.70,414.00,Debit Card,Delivered
2026-07-28,SWG106444,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,20.00,246.80,216.00,Cash,Delivered
2026-07-28,SWG106445,Paneer Tikka,Starters,1,230.00,0.00,11.50,40.00,281.50,230.00,Debit Card,Delivered
2026-07-28,SWG106446,Chicken Tikka,Starters,1,260.00,13.00,12.35,0.00,259.35,247.00,Debit Card,Delivered
2026-07-28,SWG106447,Gulab Jamun,Desserts,2,180.00,0.00,9.00,40.00,229.00,180.00,Debit Card,Delivered
2026-07-28,SWG106448,Masala Dosa,South Indian,1,140.00,7.00,6.65,40.00,179.65,0.00,UPI,Cancelled
2026-07-28,SWG106449,Veg Biryani,Biryani,1,180.00,18.00,8.10,40.00,210.10,162.00,Credit Card,Delivered
2026-07-28,SWG106450,Paneer Butter Masala,Main Course,2,480.00,0.00,24.00,40.00,544.00,480.00,UPI,Delivered
2026-07-28,SWG106451,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,40.00,200.65,153.00,UPI,Delivered
2026-07-28,SWG106452,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,0.00,239.40,228.00,Debit Card,Delivered
2026-07-29,SWG106453,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,Credit Card,Delivered
2026-07-29,SWG106454,Veg Biryani,Biryani,1,180.00,9.00,8.55,30.00,209.55,0.00,Cash,Cancelled
2026-07-29,SWG106455,Veg Biryani,Biryani,1,180.00,27.00,7.65,0.00,160.65,153.00,Cash,Delivered
2026-07-29,SWG106456,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,30.00,389.10,342.00,UPI,Delivered
2026-07-29,SWG106457,Fried Rice,Rice & Noodles,2,340.00,34.00,15.30,0.00,321.30,306.00,UPI,Delivered
2026-07-29,SWG106458,Gulab Jamun,Desserts,1,90.00,0.00,4.50,0.00,94.50,90.00,UPI,Delivered
2026-07-29,SWG106459,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,40.00,200.65,153.00,UPI,Delivered
2026-07-29,SWG106460,Gulab Jamun,Desserts,1,90.00,0.00,4.50,30.00,124.50,90.00,Debit Card,Delivered
2026-07-29,SWG106461,Chicken Biryani,Biryani,1,220.00,33.00,9.35,20.00,216.35,187.00,Debit Card,Delivered
2026-07-29,SWG106462,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,40.00,191.73,144.50,Cash,Delivered
2026-07-29,SWG106463,Veg Biryani,Biryani,1,180.00,9.00,8.55,30.00,209.55,171.00,UPI,Delivered
2026-07-29,SWG106464,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,0.00,226.80,216.00,Cash,Delivered
2026-07-29,SWG106465,Butter Naan,Breads,1,60.00,0.00,3.00,0.00,63.00,60.00,Credit Card,Delivered
2026-07-29,SWG106466,Paneer Butter Masala,Main Course,2,480.00,24.00,22.80,0.00,478.80,456.00,Debit Card,Delivered
2026-07-29,SWG106467,Gulab Jamun,Desserts,1,90.00,4.50,4.28,20.00,109.78,85.50,UPI,Delivered
2026-07-29,SWG106468,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,UPI,Delivered
2026-07-30,SWG106469,Veg Biryani,Biryani,1,180.00,18.00,8.10,40.00,210.10,162.00,Credit Card,Delivered
2026-07-30,SWG106470,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,0.00,160.65,153.00,Credit Card,Delivered
2026-07-30,SWG106471,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,20.00,171.73,144.50,Debit Card,Delivered
2026-07-30,SWG106472,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,UPI,Delivered
2026-07-30,SWG106473,Masala Dosa,South Indian,1,140.00,0.00,7.00,30.00,177.00,140.00,Cash,Delivered
2026-07-30,SWG106474,Gulab Jamun,Desserts,1,90.00,13.50,3.83,30.00,110.33,76.50,Cash,Delivered
2026-07-30,SWG106475,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,20.00,246.80,216.00,Debit Card,Delivered
2026-07-30,SWG106476,Gulab Jamun,Desserts,1,90.00,9.00,4.05,20.00,105.05,81.00,UPI,Delivered
2026-07-30,SWG106477,Gulab Jamun,Desserts,1,90.00,13.50,3.83,40.00,120.33,76.50,Credit Card,Delivered
2026-07-30,SWG106478,Paneer Tikka,Starters,1,230.00,11.50,10.93,40.00,269.43,218.50,Debit Card,Delivered
2026-07-30,SWG106479,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,40.00,218.50,170.00,UPI,Delivered
2026-07-30,SWG106480,Butter Naan,Breads,1,60.00,0.00,3.00,20.00,83.00,60.00,UPI,Delivered
2026-07-30,SWG106481,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,0.00,239.40,228.00,Cash,Delivered
2026-07-30,SWG106482,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Cash,Delivered
2026-07-30,SWG106483,Gulab Jamun,Desserts,1,90.00,9.00,4.05,0.00,85.05,81.00,Credit Card,Delivered
2026-07-30,SWG106484,Butter Naan,Breads,1,60.00,3.00,2.85,0.00,59.85,57.00,Credit Card,Delivered
2026-07-30,SWG106485,Hakka Noodles,Rice & Noodles,2,360.00,54.00,15.30,0.00,321.30,306.00,Debit Card,Delivered
2026-07-30,SWG106486,Veg Biryani,Biryani,1,180.00,0.00,9.00,20.00,209.00,180.00,Debit Card,Delivered
2026-07-30,SWG106487,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,40.00,399.10,342.00,UPI,Delivered
2026-07-30,SWG106488,Veg Biryani,Biryani,2,360.00,0.00,18.00,40.00,418.00,360.00,Credit Card,Delivered
2026-07-31,SWG106489,Butter Naan,Breads,1,60.00,0.00,3.00,0.00,63.00,60.00,Credit Card,Delivered
2026-07-31,SWG106490,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,20.00,198.50,170.00,Cash,Delivered
2026-07-31,SWG106491,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,0.00,179.55,171.00,Debit Card,Delivered
2026-07-31,SWG106492,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,0.00,339.15,323.00,Credit Card,Delivered
2026-07-31,SWG106493,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Debit Card,Delivered
2026-07-31,SWG106494,Chicken Tikka,Starters,1,260.00,0.00,13.00,40.00,313.00,260.00,UPI,Delivered
2026-07-31,SWG106495,Chicken Biryani,Biryani,1,220.00,11.00,10.45,30.00,249.45,209.00,Credit Card,Delivered
2026-07-31,SWG106496,Veg Biryani,Biryani,2,360.00,0.00,18.00,0.00,378.00,360.00,UPI,Delivered
2026-07-31,SWG106497,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,30.00,389.10,342.00,Credit Card,Delivered
2026-07-31,SWG106498,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,Cash,Delivered
2026-07-31,SWG106499,Chicken Tikka,Starters,1,260.00,0.00,13.00,30.00,303.00,260.00,Debit Card,Delivered
2026-07-31,SWG106500,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,Cash,Delivered
2026-07-31,SWG106501,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,Cash,Delivered
2026-07-31,SWG106502,Veg Biryani,Biryani,2,360.00,18.00,17.10,0.00,359.10,342.00,UPI,Delivered
2026-07-31,SWG106503,Paneer Tikka,Starters,1,230.00,0.00,11.50,30.00,271.50,230.00,Credit Card,Delivered
2026-07-31,SWG106504,Chicken Biryani,Biryani,1,220.00,33.00,9.35,20.00,216.35,187.00,Credit Card,Delivered
2026-08-01,SWG106505,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,40.00,218.50,170.00,Credit Card,Delivered
2026-08-01,SWG106506,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,0.00,169.58,161.50,Credit Card,Delivered
2026-08-01,SWG106507,Chicken Biryani,Biryani,2,440.00,44.00,19.80,30.00,445.80,396.00,UPI,Delivered
2026-08-01,SWG106508,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,40.00,218.50,170.00,Debit Card,Delivered
2026-08-01,SWG106509,Fried Rice,Rice & Noodles,3,510.00,51.00,22.95,20.00,501.95,459.00,Debit Card,Delivered
2026-08-01,SWG106510,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Cash,Delivered
2026-08-01,SWG106511,Chicken Tikka,Starters,2,520.00,0.00,26.00,30.00,576.00,520.00,Credit Card,Delivered
2026-08-01,SWG106512,Paneer Tikka,Starters,2,460.00,69.00,19.55,0.00,410.55,391.00,Cash,Delivered
2026-08-01,SWG106513,Butter Naan,Breads,2,120.00,0.00,6.00,30.00,156.00,120.00,UPI,Delivered
2026-08-01,SWG106514,Veg Biryani,Biryani,1,180.00,18.00,8.10,0.00,170.10,162.00,UPI,Delivered
2026-08-01,SWG106515,Gulab Jamun,Desserts,1,90.00,13.50,3.83,30.00,110.33,76.50,Cash,Delivered
2026-08-01,SWG106516,Chicken Tikka,Starters,3,780.00,117.00,33.15,0.00,696.15,663.00,Cash,Delivered
2026-08-01,SWG106517,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,Debit Card,Delivered
2026-08-01,SWG106518,Chicken Biryani,Biryani,2,440.00,44.00,19.80,0.00,415.80,0.00,Debit Card,Cancelled
2026-08-01,SWG106519,Chicken Tikka,Starters,1,260.00,26.00,11.70,0.00,245.70,234.00,Credit Card,Delivered
2026-08-01,SWG106520,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,Credit Card,Delivered
2026-08-01,SWG106521,Chicken Biryani,Biryani,2,440.00,0.00,22.00,0.00,462.00,440.00,Debit Card,Delivered
2026-08-01,SWG106522,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,30.00,282.00,240.00,UPI,Delivered
2026-08-01,SWG106523,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Debit Card,Delivered
2026-08-01,SWG106524,Paneer Tikka,Starters,1,230.00,23.00,10.35,0.00,217.35,0.00,UPI,Cancelled
2026-08-01,SWG106525,Chicken Biryani,Biryani,2,440.00,0.00,22.00,0.00,462.00,440.00,Cash,Delivered
2026-08-01,SWG106526,Masala Dosa,South Indian,2,280.00,28.00,12.60,40.00,304.60,252.00,Credit Card,Delivered
2026-08-02,SWG106527,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,Cash,Delivered
2026-08-02,SWG106528,Chicken Biryani,Biryani,1,220.00,11.00,10.45,30.00,249.45,209.00,Credit Card,Delivered
2026-08-02,SWG106529,Chicken Tikka,Starters,1,260.00,0.00,13.00,0.00,273.00,260.00,UPI,Delivered
2026-08-02,SWG106530,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,0.00,178.50,0.00,UPI,Cancelled
2026-08-02,SWG106531,Butter Naan,Breads,1,60.00,0.00,3.00,40.00,103.00,60.00,Debit Card,Delivered
2026-08-02,SWG106532,Chicken Biryani,Biryani,1,220.00,0.00,11.00,30.00,261.00,220.00,UPI,Delivered
2026-08-02,SWG106533,Masala Dosa,South Indian,1,140.00,14.00,6.30,0.00,132.30,126.00,UPI,Delivered
2026-08-02,SWG106534,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Cash,Delivered
2026-08-02,SWG106535,Paneer Tikka,Starters,2,460.00,0.00,23.00,0.00,483.00,460.00,Credit Card,Delivered
2026-08-02,SWG106536,Butter Naan,Breads,1,60.00,0.00,3.00,40.00,103.00,60.00,UPI,Delivered
2026-08-02,SWG106537,Butter Naan,Breads,1,60.00,9.00,2.55,0.00,53.55,51.00,Debit Card,Delivered
2026-08-02,SWG106538,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,Credit Card,Delivered
2026-08-02,SWG106539,Masala Dosa,South Indian,1,140.00,0.00,7.00,20.00,167.00,140.00,UPI,Delivered
2026-08-02,SWG106540,Paneer Butter Masala,Main Course,2,480.00,24.00,22.80,40.00,518.80,456.00,Debit Card,Delivered
2026-08-02,SWG106541,Masala Dosa,South Indian,2,280.00,14.00,13.30,40.00,319.30,266.00,Debit Card,Delivered
2026-08-02,SWG106542,Gulab Jamun,Desserts,1,90.00,9.00,4.05,30.00,115.05,0.00,Debit Card,Cancelled
2026-08-02,SWG106543,Chicken Biryani,Biryani,2,440.00,44.00,19.80,40.00,455.80,396.00,Debit Card,Delivered
2026-08-02,SWG106544,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Cash,Delivered
2026-08-02,SWG106545,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,Cash,Delivered
2026-08-02,SWG106546,Paneer Tikka,Starters,2,460.00,69.00,19.55,20.00,430.55,391.00,UPI,Delivered
2026-08-02,SWG106547,Chicken Tikka,Starters,1,260.00,13.00,12.35,30.00,289.35,247.00,UPI,Delivered
2026-08-02,SWG106548,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,20.00,180.65,153.00,Cash,Delivered
2026-08-02,SWG106549,Masala Dosa,South Indian,1,140.00,21.00,5.95,40.00,164.95,119.00,Cash,Delivered
2026-08-03,SWG106550,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,Debit Card,Delivered
2026-08-03,SWG106551,Butter Naan,Breads,1,60.00,3.00,2.85,0.00,59.85,57.00,Cash,Delivered
2026-08-03,SWG106552,Chicken Biryani,Biryani,1,220.00,22.00,9.90,40.00,247.90,198.00,Cash,Delivered
2026-08-03,SWG106553,Chicken Tikka,Starters,1,260.00,0.00,13.00,30.00,303.00,260.00,Cash,Delivered
2026-08-03,SWG106554,Veg Biryani,Biryani,2,360.00,54.00,15.30,40.00,361.30,306.00,Debit Card,Delivered
2026-08-03,SWG106555,Masala Dosa,South Indian,2,280.00,42.00,11.90,40.00,289.90,238.00,UPI,Delivered
2026-08-03,SWG106556,Masala Dosa,South Indian,1,140.00,21.00,5.95,40.00,164.95,119.00,UPI,Delivered
2026-08-03,SWG106557,Butter Naan,Breads,3,180.00,0.00,9.00,0.00,189.00,180.00,Debit Card,Delivered
2026-08-03,SWG106558,Masala Dosa,South Indian,1,140.00,0.00,7.00,30.00,177.00,140.00,Debit Card,Delivered
2026-08-03,SWG106559,Butter Naan,Breads,1,60.00,3.00,2.85,40.00,99.85,57.00,Debit Card,Delivered
2026-08-03,SWG106560,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Cash,Delivered
2026-08-03,SWG106561,Paneer Tikka,Starters,2,460.00,69.00,19.55,20.00,430.55,391.00,Debit Card,Delivered
2026-08-03,SWG106562,Masala Dosa,South Indian,3,420.00,0.00,21.00,30.00,471.00,420.00,Debit Card,Delivered
2026-08-03,SWG106563,Veg Biryani,Biryani,2,360.00,54.00,15.30,20.00,341.30,306.00,Cash,Delivered
2026-08-03,SWG106564,Butter Naan,Breads,1,60.00,3.00,2.85,40.00,99.85,57.00,Debit Card,Delivered
